sample_id,abs_diag_mae_dx,abs_diag_max_error_dx,abs_diag_mae_dy,abs_diag_max_error_dy,positive_branch_mae_dx,positive_branch_max_error_dx,positive_branch_mae_dy,positive_branch_max_error_dy,oracle_signed_mae_dx,oracle_signed_max_error_dx,oracle_signed_mae_dy,oracle_signed_max_error_dy,fraction_negative_dx,fraction_negative_dy,fraction_positive_dx,fraction_positive_dy,sign_lost,strict_signed_diagonal_invertible,status
sample_000972,1.8151956542616812e-09,1.5632995231662505e-08,1.474930100556228e-09,1.546969474741644e-08,0.08396957600448006,0.9803807541292211,0.012059895411797524,0.4517447765014895,1.8151956542616812e-09,1.5632995231662505e-08,1.474930100556228e-09,1.546969474741644e-08,0.3169642857142857,0.10267857142857142,0.6830357142857143,0.8973214285714286,True,False,not_strictly_invertible_from_diagonal
sample_000973,3.087119427600794e-09,1.9062953438009345e-08,2.46545538046434e-09,1.862999743362792e-08,0.4390311309638146,1.6279610403794624,0.32558324498718877,1.59118117820453,3.087119427600794e-09,1.9062953438009345e-08,2.46545538046434e-09,1.862999743362792e-08,0.46875,0.6651785714285714,0.53125,0.33482142857142855,True,False,not_strictly_invertible_from_diagonal
sample_000974,1.0084450978636953e-09,1.326315979266468e-08,1.8097988896592865e-09,1.9153352237566423e-08,0.004692010043785775,0.38569975161149667,0.2415237891023472,1.5806686928855784,1.0084450978636953e-09,1.326315979266468e-08,1.8097988896592865e-09,1.9153352237566423e-08,0.07142857142857142,0.39285714285714285,0.9285714285714286,0.6071428571428571,True,False,not_strictly_invertible_from_diagonal
sample_000975,1.852410533389234e-09,1.8834051540572716e-08,1.928706735009722e-09,1.7523143713837896e-08,0.05870461256759897,0.7060020317919611,0.02812584918553578,0.6187764683823566,1.852410533389234e-09,1.8834051540572716e-08,1.928706735009722e-09,1.7523143713837896e-08,0.26785714285714285,0.09375,0.7321428571428571,0.90625,True,False,not_strictly_invertible_from_diagonal
sample_000976,2.4879996389274687e-09,1.6485784959385796e-08,8.238104659433285e-10,5.135354919083568e-09,0.009989985225213329,0.4263915135280868,0.0176863678698154,0.8155935165091741,2.4879996389274687e-09,1.6485784959385796e-08,8.238104659433285e-10,5.135354919083568e-09,0.04017857142857143,0.049107142857142856,0.9598214285714286,0.9508928571428571,True,False,not_strictly_invertible_from_diagonal
sample_000977,2.2917173452083375e-09,1.59602527860514e-08,1.417541270400547e-09,1.1573654923324739e-08,0.02006301215316651,0.2787385564880891,0.16463430579805818,1.4329099036067543,2.2917173452083375e-09,1.59602527860514e-08,1.417541270400547e-09,1.1573654923324739e-08,0.1875,0.24553571428571427,0.8125,0.7544642857142857,True,False,not_strictly_invertible_from_diagonal
sample_000978,1.4581099959616069e-09,1.0453010568234333e-08,1.5628612972982502e-09,1.67583910082314e-08,0.03193317135130397,0.6141549208145238,0.041619737337432926,0.7157249232232066,1.4581099959616069e-09,1.0453010568234333e-08,1.5628612972982502e-09,1.67583910082314e-08,0.20535714285714285,0.17857142857142858,0.7946428571428571,0.8214285714285714,True,False,not_strictly_invertible_from_diagonal
sample_000979,1.2906515118714686e-09,1.228694701538302e-08,2.318157986577525e-09,1.872170785066629e-08,0.21342283122448508,1.2408080214767332,0.03549006325850095,0.7624470701200561,1.2906515118714686e-09,1.228694701538302e-08,2.318157986577525e-09,1.872170785066629e-08,0.7276785714285714,0.17857142857142858,0.27232142857142855,0.8214285714285714,True,False,not_strictly_invertible_from_diagonal
sample_000980,2.5484700346659235e-09,1.8079915675706104e-08,2.1536572816516705e-09,2.0100348385732048e-08,0.032703928387879035,0.6362447319282774,0.024493932271919167,0.6695868053106309,2.5484700346659235e-09,1.8079915675706104e-08,2.1536572816516705e-09,2.0100348385732048e-08,0.1875,0.07589285714285714,0.8125,0.9241071428571429,True,False,not_strictly_invertible_from_diagonal
sample_000981,1.5400688322024705e-09,1.5810886266898194e-08,2.0719052443834584e-09,1.0630224922536513e-08,0.2613459425681626,1.4169452272627114,0.38785250159205703,1.4013724623707116,1.5400688322024705e-09,1.5810886266898194e-08,2.0719052443834584e-09,1.0630224922536513e-08,0.41964285714285715,0.7008928571428571,0.5803571428571429,0.29910714285714285,True,False,not_strictly_invertible_from_diagonal
sample_000982,3.1172490109199358e-09,2.0372142639502044e-08,1.635586121133098e-09,1.249203240849539e-08,0.5139579479063705,1.490771682826117,0.03488648121506853,0.3308512193100692,3.1172490109199358e-09,2.0372142639502044e-08,1.635586121133098e-09,1.249203240849539e-08,0.8080357142857143,0.34375,0.19196428571428573,0.65625,True,False,not_strictly_invertible_from_diagonal
sample_000983,2.570562451667235e-09,1.7360068382821225e-08,1.5738830354941812e-09,1.873331711976789e-08,0.07975377546259287,1.089085897726818,0.1678047375103308,1.5905971528480616,2.570562451667235e-09,1.7360068382821225e-08,1.5738830354941812e-09,1.873331711976789e-08,0.16071428571428573,0.29910714285714285,0.8392857142857143,0.7008928571428571,True,False,not_strictly_invertible_from_diagonal
sample_000984,1.9077758339810028e-09,2.0271568090812764e-08,1.823541428839405e-09,1.9634826764480806e-08,0.02999979418269069,0.2717628268838365,0.1635053617157287,1.349394064329182,1.9077758339810028e-09,2.0271568090812764e-08,1.823541428839405e-09,1.9634826764480806e-08,0.26785714285714285,0.22767857142857142,0.7321428571428571,0.7723214285714286,True,False,not_strictly_invertible_from_diagonal
sample_000985,1.666179456136534e-09,1.4571589712630839e-08,1.657205978607054e-09,1.97143742441952e-08,0.03284536238874287,0.5519546570147199,0.016755575900914702,0.4850343104560721,1.666179456136534e-09,1.4571589712630839e-08,1.657205978607054e-09,1.97143742441952e-08,0.23660714285714285,0.07589285714285714,0.7633928571428571,0.9241071428571429,True,False,not_strictly_invertible_from_diagonal
sample_000986,2.8402831565850788e-09,1.5485828952499503e-08,1.2838574877491898e-09,9.79880487861351e-09,0.45836101504048005,1.5750617487930123,0.17837979518249555,1.5719083140066554,2.8402831565850788e-09,1.5485828952499503e-08,1.2838574877491898e-09,9.79880487861351e-09,0.6071428571428571,0.6294642857142857,0.39285714285714285,0.3705357142857143,True,False,not_strictly_invertible_from_diagonal
sample_000987,2.2013576328980173e-09,1.8723748884674762e-08,1.4212373708311623e-09,1.8989524064316754e-08,0.03599326507457033,0.729835773034299,0.0280906505639767,0.8278580767974157,2.2013576328980173e-09,1.8723748884674762e-08,1.4212373708311623e-09,1.8989524064316754e-08,0.18303571428571427,0.09821428571428571,0.8169642857142857,0.9017857142857143,True,False,not_strictly_invertible_from_diagonal
sample_000988,2.952942784513252e-09,1.8488366948510304e-08,1.6476420584798155e-09,1.8733320561459266e-08,0.0024485154029816538,0.14387443598135127,0.05311385521269101,0.8903489582904416,2.952942784513252e-09,1.8488366948510304e-08,1.6476420584798155e-09,1.8733320561459266e-08,0.022321428571428572,0.15625,0.9776785714285714,0.84375,True,False,not_strictly_invertible_from_diagonal
sample_000989,3.0744819616447076e-09,1.657580883662746e-08,2.212829631202246e-09,1.5765382332944e-08,0.48909782650054445,1.4320593051403585,0.3612675475112747,1.4153891236643452,3.0744819616447076e-09,1.657580883662746e-08,2.212829631202246e-09,1.5765382332944e-08,0.6696428571428571,0.7767857142857143,0.33035714285714285,0.22321428571428573,True,False,not_strictly_invertible_from_diagonal
sample_000990,1.946414655997805e-09,1.9593332956091558e-08,1.7525774848170455e-09,1.2771182444915041e-08,0.37204154302961684,1.4390350173507584,0.020019868997886107,0.4628412897690165,1.946414655997805e-09,1.9593332956091558e-08,1.7525774848170455e-09,1.2771182444915041e-08,0.7321428571428571,0.20089285714285715,0.26785714285714285,0.7991071428571429,True,False,not_strictly_invertible_from_diagonal
sample_000991,2.113806770734238e-09,1.853493669656814e-08,1.973307535200903e-09,1.4136631087957596e-08,0.36811250451279737,1.6826042829164944,0.021941421824460374,0.5632939074780741,2.113806770734238e-09,1.853493669656814e-08,1.973307535200903e-09,1.4136631087957596e-08,0.7767857142857143,0.22767857142857142,0.22321428571428573,0.7723214285714286,True,False,not_strictly_invertible_from_diagonal
sample_000992,2.1755241464603002e-09,1.959334605672325e-08,1.2837598871939323e-09,1.8720123229343244e-08,0.06601771089377977,1.4140386496529946,0.11940872568853365,1.618630463685383,2.1755241464603002e-09,1.959334605672325e-08,1.2837598871939323e-09,1.8720123229343244e-08,0.11607142857142858,0.22767857142857142,0.8839285714285714,0.7723214285714286,True,False,not_strictly_invertible_from_diagonal
sample_000993,1.3142523962326113e-09,1.9593339617429706e-08,1.857198650332059e-09,2.0100349940044282e-08,0.033765338362328964,0.8612120329363768,0.1953635051236927,1.4767119302194573,1.3142523962326113e-09,1.9593339617429706e-08,1.857198650332059e-09,2.0100349940044282e-08,0.13392857142857142,0.27232142857142855,0.8660714285714286,0.7276785714285714,True,False,not_strictly_invertible_from_diagonal
sample_000994,1.460545679629109e-09,1.0748820722383812e-08,2.5166070126595757e-09,1.5651814955219834e-08,0.11266660873589687,0.8019183323939858,0.05039578458756511,0.6853555264550184,1.460545679629109e-09,1.0748820722383812e-08,2.5166070126595757e-09,1.5651814955219834e-08,0.5223214285714286,0.16964285714285715,0.47767857142857145,0.8303571428571429,True,False,not_strictly_invertible_from_diagonal
sample_000995,3.1914908985858073e-09,1.8357045772354752e-08,2.0514949467893103e-09,1.780615221935733e-08,0.5720332385673615,1.6971370309467897,0.3564036984631448,1.656592205505579,3.1914908985858073e-09,1.8357045772354752e-08,2.0514949467893103e-09,1.780615221935733e-08,0.5892857142857143,0.7633928571428571,0.4107142857142857,0.23660714285714285,True,False,not_strictly_invertible_from_diagonal
sample_000996,1.7763500604455278e-09,1.3485944472257927e-08,1.535368631890021e-09,1.9714377574864272e-08,0.26308857731461155,1.541345743280322,0.2525107939494316,1.5181778341186138,1.7763500604455278e-09,1.3485944472257927e-08,1.535368631890021e-09,1.9714377574864272e-08,0.47767857142857145,0.6071428571428571,0.5223214285714286,0.39285714285714285,True,False,not_strictly_invertible_from_diagonal
sample_000997,2.4602517833651806e-09,1.7360061943527683e-08,1.2528567036473635e-09,1.3098072182415876e-08,0.04180377866860344,0.5792762734270616,0.07712153045067356,1.198131109681031,2.4602517833651806e-09,1.7360061943527683e-08,1.2528567036473635e-09,1.3098072182415876e-08,0.15625,0.19196428571428573,0.84375,0.8080357142857143,True,False,not_strictly_invertible_from_diagonal
sample_000998,1.789924881317097e-09,1.9593332956091558e-08,1.4172594552396285e-09,1.6888530685044145e-08,0.30800392412429023,1.5465775172027976,0.03383314680449141,1.316688571457278,1.789924881317097e-09,1.9593332956091558e-08,1.4172594552396285e-09,1.6888530685044145e-08,0.6339285714285714,0.23660714285714285,0.36607142857142855,0.7633928571428571,True,False,not_strictly_invertible_from_diagonal
sample_000999,2.6624876246713984e-09,1.4537116621582413e-08,1.318344934777632e-09,1.3453083758108164e-08,0.09437478133866471,0.9693358463462729,0.013414368330722222,0.6292889505605606,2.6624876246713984e-09,1.4537116621582413e-08,1.318344934777632e-09,1.3453083758108164e-08,0.22321428571428573,0.09821428571428571,0.7767857142857143,0.9017857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001000,1.4299524294475524e-09,1.872375876565968e-08,1.5258676179792052e-09,1.5214905557670022e-08,0.25169722041084913,1.6320302365427533,0.22466913839349886,1.5952693887991387,1.4299524294475524e-09,1.872375876565968e-08,1.5258676179792052e-09,1.5214905557670022e-08,0.5089285714285714,0.5580357142857143,0.49107142857142855,0.4419642857142857,True,False,not_strictly_invertible_from_diagonal
sample_001001,2.4581072051030148e-09,1.9046827448576664e-08,1.394703538395311e-09,1.8733310569452044e-08,0.07762446480080541,1.1245458521445277,0.16149776891384962,1.4334939511258384,2.4581072051030148e-09,1.9046827448576664e-08,1.394703538395311e-09,1.8733310569452044e-08,0.15625,0.27232142857142855,0.84375,0.7276785714285714,True,False,not_strictly_invertible_from_diagonal
sample_001002,1.4348909991041066e-09,1.2440435237515146e-08,1.8022351711358064e-09,1.2430257267936895e-08,0.21486443033248653,1.32974857902418,0.37206422186671656,1.367498911582609,1.4348909991041066e-09,1.2440435237515146e-08,1.8022351711358064e-09,1.2430257267936895e-08,0.4732142857142857,0.7232142857142857,0.5267857142857143,0.2767857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001003,1.4028394599813452e-09,1.3294250922335493e-08,2.27600074885302e-09,1.8989524064316754e-08,0.1335587647604187,1.3727655879932754,0.39426245722695824,1.5526354158356503,1.4028394599813452e-09,1.3294250922335493e-08,2.27600074885302e-09,1.8989524064316754e-08,0.33035714285714285,0.7053571428571429,0.6696428571428571,0.29464285714285715,True,False,not_strictly_invertible_from_diagonal
sample_001004,1.3337505653665485e-09,1.0476837175588116e-08,2.108519041814848e-09,1.2281153649595922e-08,0.18724697432158624,1.2948699421728112,0.32591306404312576,1.293911510407406,1.3337505653665485e-09,1.0476837175588116e-08,2.108519041814848e-09,1.2281153649595922e-08,0.44642857142857145,0.6428571428571429,0.5535714285714286,0.35714285714285715,True,False,not_strictly_invertible_from_diagonal
sample_001005,2.385155473238075e-09,1.7487384984526955e-08,2.5605775628504786e-09,1.9239047799324283e-08,0.00836542886909115,0.3194303132127061,0.030086511436885795,0.8564754049225918,2.385155473238075e-09,1.7487384984526955e-08,2.5605775628504786e-09,1.9239047799324283e-08,0.06696428571428571,0.06696428571428571,0.9330357142857143,0.9330357142857143,True,False,not_strictly_invertible_from_diagonal
sample_001006,1.2022631768999221e-09,1.0916659798354544e-08,2.3293476267256457e-09,1.849397490705229e-08,0.1950881829802056,1.2373201539407455,0.011625787082871038,0.5078113574560301,1.2022631768999221e-09,1.0916659798354544e-08,2.3293476267256457e-09,1.849397490705229e-08,0.6830357142857143,0.08928571428571429,0.3169642857142857,0.9107142857142857,True,False,not_strictly_invertible_from_diagonal
sample_001007,1.7279191919840275e-09,2.0271568090812764e-08,1.8807902925894173e-09,1.9962594577371817e-08,0.08403056160586389,0.9995640165249129,1.8807902925894173e-09,1.9962594577371817e-08,1.7279191919840275e-09,2.0271568090812764e-08,1.8807902925894173e-09,1.9962594577371817e-08,0.3392857142857143,0.0,0.6607142857142857,1.0,True,False,not_strictly_invertible_from_diagonal
sample_001008,2.5353347514542696e-09,1.6305462313681574e-08,1.354203876830034e-09,1.1914004893753827e-08,0.08046354567103918,0.9670106033251373,0.16614130364631843,1.4626952835715763,2.5353347514542696e-09,1.6305462313681574e-08,1.354203876830034e-09,1.1914004893753827e-08,0.17410714285714285,0.3169642857142857,0.8258928571428571,0.6830357142857143,True,False,not_strictly_invertible_from_diagonal
sample_001009,2.4898937227276483e-09,1.506731728273536e-08,1.7868945321390681e-09,1.4611331589087229e-08,0.10630592694828307,1.0518819831120085,0.19462434614256693,1.5286903102085652,2.4898937227276483e-09,1.506731728273536e-08,1.7868945321390681e-09,1.4611331589087229e-08,0.26339285714285715,0.3482142857142857,0.7366071428571429,0.6517857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001010,2.549046782560836e-09,1.7309858102443343e-08,1.4034150549424436e-09,1.3920845920445402e-08,0.09753955210826204,0.9205057378504411,0.0065598745783634225,0.16498758967381089,2.549046782560836e-09,1.7309858102443343e-08,1.4034150549424436e-09,1.3920845920445402e-08,0.32589285714285715,0.0625,0.6741071428571429,0.9375,True,False,not_strictly_invertible_from_diagonal
sample_001011,1.554177646122774e-09,1.1465683513733893e-08,2.3590230806407375e-09,1.8733313900121118e-08,0.07231221697275073,0.6147362291890153,0.04662437900428238,0.6882756594718314,1.554177646122774e-09,1.1465683513733893e-08,2.3590230806407375e-09,1.8733313900121118e-08,0.40625,0.14732142857142858,0.59375,0.8526785714285714,True,False,not_strictly_invertible_from_diagonal
sample_001012,1.717936220845508e-09,1.146568018306482e-08,1.0564142071508684e-09,1.2751192990378968e-08,0.032827196550368025,0.7013515524494927,0.05996574124796443,1.11461525955134,1.717936220845508e-09,1.146568018306482e-08,1.0564142071508684e-09,1.2751192990378968e-08,0.17410714285714285,0.13839285714285715,0.8258928571428571,0.8616071428571429,True,False,not_strictly_invertible_from_diagonal
sample_001013,2.5916648564426625e-09,1.870682930782408e-08,1.6621781015846884e-09,1.5889256133050367e-08,0.04459614704982679,0.7094899101768909,0.080242424518973,0.8255219792858206,2.5916648564426625e-09,1.870682930782408e-08,1.6621781015846884e-09,1.5889256133050367e-08,0.28125,0.21875,0.71875,0.78125,True,False,not_strictly_invertible_from_diagonal
sample_001014,3.27726957118015e-09,1.878218558459821e-08,1.1687350060694575e-09,1.0949193218756648e-08,0.5456510681426455,1.605289934990068,0.1340485060834323,1.2033873495608134,3.27726957118015e-09,1.878218558459821e-08,1.1687350060694575e-09,1.0949193218756648e-08,0.7410714285714286,0.5848214285714286,0.25892857142857145,0.41517857142857145,True,False,not_strictly_invertible_from_diagonal
sample_001015,1.9626252490715427e-09,1.807991234503703e-08,2.2724730330074333e-09,1.7806142227350108e-08,0.0708693208758792,0.5757884092152752,0.02498149064494717,0.8967732498568288,1.9626252490715427e-09,1.807991234503703e-08,2.2724730330074333e-09,1.7806142227350108e-08,0.41517857142857145,0.08482142857142858,0.5848214285714286,0.9151785714285714,True,False,not_strictly_invertible_from_diagonal
sample_001016,2.5784421296264248e-09,1.777938085645303e-08,1.4844402576843296e-09,1.6546662928718092e-08,0.10523932551281147,1.354744939708971,0.1826635278744214,1.4708716454173287,2.5784421296264248e-09,1.777938085645303e-08,1.4844402576843296e-09,1.6546662928718092e-08,0.13839285714285715,0.39732142857142855,0.8616071428571429,0.6026785714285714,True,False,not_strictly_invertible_from_diagonal
sample_001017,1.729126611493377e-09,1.567619756226435e-08,1.9199948773966657e-09,1.4661681646543911e-08,0.27041205608493246,1.8139805381290308,0.3676383936071087,1.492480658875421,1.729126611493377e-09,1.567619756226435e-08,1.9199948773966657e-09,1.4661681646543911e-08,0.4330357142857143,0.7276785714285714,0.5669642857142857,0.27232142857142855,True,False,not_strictly_invertible_from_diagonal
sample_001018,1.310874665483026e-09,9.625521768530376e-09,1.9314755550961285e-09,2.0100346609375208e-08,0.07612187909579426,0.7077459767814496,0.015876928659796043,0.48620236345929857,1.310874665483026e-09,9.625521768530376e-09,1.9314755550961285e-09,2.0100346609375208e-08,0.41517857142857145,0.09375,0.5848214285714286,0.90625,True,False,not_strictly_invertible_from_diagonal
sample_001019,8.858772554540108e-10,1.0453020560241555e-08,1.90448261790207e-09,1.687708028885737e-08,0.13350815928802576,1.3675337878770732,0.30235122986948426,1.6904657774181864,8.858772554540108e-10,1.0453020560241555e-08,1.90448261790207e-09,1.687708028885737e-08,0.3705357142857143,0.5178571428571429,0.6294642857142857,0.48214285714285715,True,False,not_strictly_invertible_from_diagonal
sample_001020,8.508406750104278e-10,1.0994038901479541e-08,2.139660164366802e-09,1.8721711070313063e-08,0.020934976950386257,0.3037349193262175,0.3621188176645571,1.5345305696853666,8.508406750104278e-10,1.0994038901479541e-08,2.139660164366802e-09,1.8721711070313063e-08,0.16964285714285715,0.53125,0.8303571428571429,0.46875,True,False,not_strictly_invertible_from_diagonal
sample_001021,2.7747680673933692e-09,1.7625588766279066e-08,1.803906778761482e-09,1.9327610956132446e-08,0.016889159191620786,0.2153756737042786,0.055370441457167845,0.8465469413138926,2.7747680673933692e-09,1.7625588766279066e-08,1.803906778761482e-09,1.9327610956132446e-08,0.11607142857142858,0.14285714285714285,0.8839285714285714,0.8571428571428571,True,False,not_strictly_invertible_from_diagonal
sample_001022,1.795265621025837e-09,1.4537116621582413e-08,2.4032972496216928e-09,1.8630000875319297e-08,0.14050205651703576,1.26580438057381,0.036304832940528185,0.7017082781185356,1.795265621025837e-09,1.4537116621582413e-08,2.4032972496216928e-09,1.8630000875319297e-08,0.41517857142857145,0.18303571428571427,0.5848214285714286,0.8169642857142857,True,False,not_strictly_invertible_from_diagonal
sample_001023,2.014901737261116e-09,1.975065722081837e-08,1.0112947673987143e-09,1.0021922181024934e-08,0.010542749063094324,0.3775614027587283,0.07472415221101492,0.9989779482408023,2.014901737261116e-09,1.975065722081837e-08,1.0112947673987143e-09,1.0021922181024934e-08,0.07589285714285714,0.23214285714285715,0.9241071428571429,0.7678571428571429,True,False,not_strictly_invertible_from_diagonal
sample_001024,1.4459555594806159e-09,1.2096746049294893e-08,2.366775136699482e-09,1.0318509602313952e-08,0.15420049064205305,1.0542072423746696,0.034840854921080223,0.6935319046327488,1.4459555594806159e-09,1.2096746049294893e-08,2.366775136699482e-09,1.0318509602313952e-08,0.5892857142857143,0.09821428571428571,0.4107142857142857,0.9017857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001025,2.1952276730586304e-09,1.1955686551878841e-08,1.2996114004450834e-09,9.274915835355557e-09,0.09600322998664572,1.0222351375977488,0.013552553202510009,0.31858665474768366,2.1952276730586304e-09,1.1955686551878841e-08,1.2996114004450834e-09,9.274915835355557e-09,0.20982142857142858,0.08035714285714286,0.7901785714285714,0.9196428571428571,True,False,not_strictly_invertible_from_diagonal
sample_001026,1.6381155587483674e-09,1.2891982148488523e-08,2.2174715854441237e-09,1.3736483839288383e-08,0.18723010653649638,1.0635082197927566,0.01684683069566732,0.6006716298054909,1.6381155587483674e-09,1.2891982148488523e-08,2.2174715854441237e-09,1.3736483839288383e-08,0.5580357142857143,0.07589285714285714,0.4419642857142857,0.9241071428571429,True,False,not_strictly_invertible_from_diagonal
sample_001027,2.91706411633067e-09,1.9368511350315032e-08,2.2313222204397305e-09,1.9285460450824132e-08,0.38569845624990556,1.5948263434609613,0.37370940509866973,1.5573076464970832,2.91706411633067e-09,1.9368511350315032e-08,2.2313222204397305e-09,1.9285460450824132e-08,0.38839285714285715,0.6517857142857143,0.6116071428571429,0.3482142857142857,True,False,not_strictly_invertible_from_diagonal
sample_001028,2.863776959701231e-09,1.753556289063596e-08,2.038020130787999e-09,1.7404034324819406e-08,0.033016642669256066,0.6734486268970623,0.02443657239995134,0.6719229061232999,2.863776959701231e-09,1.753556289063596e-08,2.038020130787999e-09,1.7404034324819406e-08,0.19196428571428573,0.05803571428571429,0.8080357142857143,0.9419642857142857,True,False,not_strictly_invertible_from_diagonal
sample_001029,1.8090153868263032e-09,1.1073444938780597e-08,1.6977546536707807e-09,1.6404190228413995e-08,0.07336324780840686,0.7321610140408814,0.012466628644472988,0.4120309558796338,1.8090153868263032e-09,1.1073444938780597e-08,1.6977546536707807e-09,1.6404190228413995e-08,0.32589285714285715,0.05803571428571429,0.6741071428571429,0.9419642857142857,True,False,not_strictly_invertible_from_diagonal
sample_001030,2.6946170468323522e-09,1.2976093644034847e-08,1.321242682599724e-09,1.3697836864778878e-08,0.488586584356804,1.3750908213132824,0.12922115909349516,1.1181194390690044,2.6946170468323522e-09,1.2976093644034847e-08,1.321242682599724e-09,1.3697836864778878e-08,0.6875,0.5625,0.3125,0.4375,True,False,not_strictly_invertible_from_diagonal
sample_001031,1.2548636684248948e-09,1.1955689882547915e-08,2.012064829265814e-09,1.3453083758108164e-08,0.05919898580927259,1.0588577288587906,0.30143999152655887,1.279894877463723,1.2548636684248948e-09,1.1955689882547915e-08,2.012064829265814e-09,1.3453083758108164e-08,0.14732142857142858,0.46875,0.8526785714285714,0.53125,True,False,not_strictly_invertible_from_diagonal
sample_001032,2.969342650013331e-09,1.633377721965701e-08,1.8109973254347064e-09,1.6456807805376172e-08,0.5040315467128939,1.9331492517803852,0.3044748457455479,2.0,2.969342650013331e-09,1.633377721965701e-08,1.8109973254347064e-09,1.6456807805376172e-08,0.6294642857142857,0.6741071428571429,0.3705357142857143,0.32589285714285715,True,False,not_strictly_invertible_from_diagonal
sample_001033,2.1207444695487115e-09,1.1899713769913944e-08,2.1829415960242437e-09,1.9714376020552038e-08,0.10491233768528174,1.0669960847685247,0.0028041132931296143,0.24967148332821354,2.1207444695487115e-09,1.1899713769913944e-08,2.1829415960242437e-09,1.9714376020552038e-08,0.35267857142857145,0.022321428571428572,0.6473214285714286,0.9776785714285714,True,False,not_strictly_invertible_from_diagonal
sample_001034,1.4743137173944045e-09,1.0482437584613535e-08,1.3710040429636437e-09,1.1658030540928621e-08,0.0686232285619021,1.004795804079395,1.3710040429636437e-09,1.1658030540928621e-08,1.4743137173944045e-09,1.0482437584613535e-08,1.3710040429636437e-09,1.1658030540928621e-08,0.2767857142857143,0.0,0.7232142857142857,1.0,True,False,not_strictly_invertible_from_diagonal
sample_001035,1.171488108772947e-09,7.842087756948501e-09,1.8608838418582596e-09,1.97143742441952e-08,0.05920028314266425,0.6810056681762866,0.04766467636270049,0.6958680061333054,1.171488108772947e-09,7.842087756948501e-09,1.8608838418582596e-09,1.97143742441952e-08,0.3482142857142857,0.16517857142857142,0.6517857142857143,0.8348214285714286,True,False,not_strictly_invertible_from_diagonal
sample_001036,1.5755772941675803e-09,1.396062154768174e-08,1.81041705068712e-09,1.1940395450160679e-08,0.2293440010245225,1.4053189923912222,0.37307975122700665,1.367498911582609,1.5755772941675803e-09,1.396062154768174e-08,1.81041705068712e-09,1.1940395450160679e-08,0.26339285714285715,0.6205357142857143,0.7366071428571429,0.3794642857142857,True,False,not_strictly_invertible_from_diagonal
sample_001037,2.4145392045652594e-09,1.6977316330546444e-08,2.033718254150154e-09,1.7875125268851377e-08,0.04654379768801986,1.055951178911386,0.23484528570072652,1.5806686928855784,2.4145392045652594e-09,1.6977316330546444e-08,2.033718254150154e-09,1.7875125268851377e-08,0.09821428571428571,0.36160714285714285,0.9017857142857143,0.6383928571428571,True,False,not_strictly_invertible_from_diagonal
sample_001038,6.906364805173706e-10,1.0515969650626289e-08,1.772403586321432e-09,1.3736477288972537e-08,0.05037940953514615,1.0635082197927581,0.3168371815191327,1.4778799817206711,6.906364805173706e-10,1.0515969650626289e-08,1.772403586321432e-09,1.3736477288972537e-08,0.17857142857142858,0.4732142857142857,0.8214285714285714,0.5267857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001039,2.4050960814605208e-09,1.6994422535887566e-08,1.6722640064084495e-09,1.3049326730296684e-08,0.4513969628267719,1.670396742091282,0.27670358582019333,1.6414075106738468,2.4050960814605208e-09,1.6994422535887566e-08,1.6722640064084495e-09,1.3049326730296684e-08,0.5133928571428571,0.6517857142857143,0.48660714285714285,0.3482142857142857,True,False,not_strictly_invertible_from_diagonal
sample_001040,2.1700399315428846e-09,1.3281326594061227e-08,1.8256297963480751e-09,1.3049331726300295e-08,0.09954559298657188,1.1193140651421172,1.8256297963480751e-09,1.3049331726300295e-08,2.1700399315428846e-09,1.3281326594061227e-08,1.8256297963480751e-09,1.3049331726300295e-08,0.2544642857142857,0.0,0.7455357142857143,1.0,True,False,not_strictly_invertible_from_diagonal
sample_001041,1.7466320398088237e-09,1.358803847217871e-08,1.2997660208509614e-09,1.9327612732489285e-08,0.27326541026359313,1.4431042135589636,0.016351449834847116,0.43305592136563864,1.7466320398088237e-09,1.358803847217871e-08,1.2997660208509614e-09,1.9327612732489285e-08,0.5357142857142857,0.20089285714285715,0.4642857142857143,0.7991071428571429,True,False,not_strictly_invertible_from_diagonal
sample_001042,1.5069229948543467e-09,1.024731499654763e-08,2.662503158275997e-09,1.9205834367319596e-08,0.10068875053465697,0.7327423274068026,0.04118432552121907,1.0503723100354359,1.5069229948543467e-09,1.024731499654763e-08,2.662503158275997e-09,1.9205834367319596e-08,0.4642857142857143,0.11607142857142858,0.5357142857142857,0.8839285714285714,True,False,not_strictly_invertible_from_diagonal
sample_001043,2.260775838146381e-09,1.7864239754139533e-08,1.5627613536696845e-09,1.892623546773109e-08,0.07771788960190554,1.271036187903196,0.003953915547485565,0.14045845990658457,2.260775838146381e-09,1.7864239754139533e-08,1.5627613536696845e-09,1.892623546773109e-08,0.23660714285714285,0.04017857142857143,0.7633928571428571,0.9598214285714286,True,False,not_strictly_invertible_from_diagonal
