sample_id,delta_consistency_mse,delta_consistency_max_error,delta_consistency_error,absolute_shape,delta_shape,status
sample_000767,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000768,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000769,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000770,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000771,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000772,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000773,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000774,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000775,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000776,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000777,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000778,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000779,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000780,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000781,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000782,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000783,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000784,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000785,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000786,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000787,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000788,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000789,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000790,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000791,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000792,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000793,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000794,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000795,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000796,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000797,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000798,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000799,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000800,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000801,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000802,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000803,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000804,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000805,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000806,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000807,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000808,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000809,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000810,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000811,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000812,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000813,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000814,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000815,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000816,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000817,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000818,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000819,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000820,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000821,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000822,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000823,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000824,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000825,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000826,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000827,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000828,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000829,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000830,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000831,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000832,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000833,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000834,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000835,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000836,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000837,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000838,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000839,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000840,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000841,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000842,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000843,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000844,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000845,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000846,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000847,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000848,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000849,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000850,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000851,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000852,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000853,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000854,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000855,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000856,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000857,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000858,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000859,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000860,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000861,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000862,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000863,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000864,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000865,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000866,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000867,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000868,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000869,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000870,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000871,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000872,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000873,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000874,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000875,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000876,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000877,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000878,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000879,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000880,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000881,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000882,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000883,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000884,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000885,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000886,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000887,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000888,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000889,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000890,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000891,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000892,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000893,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000894,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000895,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000896,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000897,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000898,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000899,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000900,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000901,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000902,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000903,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000904,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000905,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000906,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000907,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000908,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000909,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000910,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000911,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000912,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000913,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000914,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000915,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000916,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000917,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000918,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000919,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000920,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000921,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000922,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000923,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000924,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000925,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000926,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000927,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000928,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000929,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000930,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000931,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000932,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000933,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000934,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000935,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000936,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000937,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000938,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000939,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000940,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000941,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000942,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000943,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000944,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000945,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000946,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000947,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000948,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000949,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000950,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000951,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000952,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000953,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000954,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000955,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000956,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000957,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000958,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000959,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000960,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000961,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000962,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000963,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000964,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000965,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000966,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000967,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000968,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000969,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000970,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000971,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000972,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000973,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000974,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000975,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000976,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000977,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000978,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000979,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000980,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000981,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000982,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000983,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000984,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000985,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000986,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000987,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000988,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000989,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000990,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000991,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000992,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000993,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000994,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000995,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000996,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000997,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000998,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000999,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001000,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001001,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001002,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001003,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001004,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001005,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001006,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001007,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001008,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001009,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001010,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001011,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001012,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001013,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001014,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001015,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001016,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001017,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001018,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001019,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001020,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001021,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001022,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001023,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001024,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001025,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001026,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001027,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001028,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001029,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001030,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001031,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001032,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001033,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001034,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001035,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001036,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001037,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001038,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001039,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001040,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001041,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001042,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001043,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001044,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001045,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001046,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001047,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001048,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001049,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001050,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001051,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001052,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001053,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001054,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001055,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001056,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001057,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001058,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001059,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001060,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001061,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001062,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001063,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001064,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001065,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001066,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001067,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001068,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001069,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001070,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001071,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001072,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001073,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001074,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001075,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001076,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001077,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001078,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001079,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001080,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001081,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001082,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001083,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001084,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001085,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001086,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001087,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001088,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001089,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001090,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001091,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001092,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001093,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001094,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001095,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001096,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001097,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001098,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001099,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001100,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001101,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001102,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001103,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001104,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001105,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001106,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001107,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001108,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001109,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001110,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001111,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001112,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001113,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001114,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001115,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001116,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001117,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001118,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001119,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001120,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001121,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001122,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001123,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001124,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001125,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001126,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001127,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001128,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001129,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001130,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001131,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001132,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001133,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001134,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001135,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001136,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001137,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001138,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001139,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001140,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001141,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001142,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001143,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001144,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001145,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001146,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001147,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001148,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001149,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001150,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001151,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001152,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001153,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
