sample_id,delta_consistency_mse,delta_consistency_max_error,delta_consistency_error,absolute_shape,delta_shape,status
sample_001541,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001542,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001543,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001544,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001545,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001546,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001547,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001548,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001549,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001550,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001551,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001552,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001553,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001554,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001555,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001556,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001557,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001558,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001559,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001560,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001561,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001562,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001563,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001564,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001565,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001566,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001567,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001568,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001569,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001570,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001571,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001572,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001573,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001574,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001575,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001576,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001577,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001578,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001579,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001580,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001581,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001582,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001583,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001584,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001585,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001586,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001587,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001588,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001589,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001590,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001591,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001592,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001593,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001594,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001595,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001596,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001597,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001598,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001599,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001600,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001601,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001602,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001603,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001604,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001605,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001606,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001607,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001608,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001609,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001610,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001611,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001612,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001613,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001614,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001615,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001616,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001617,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001618,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001619,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001620,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001621,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001622,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001623,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001624,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001625,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001626,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001627,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001628,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001629,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001630,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001631,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001632,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001633,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001634,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001635,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001636,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001637,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001638,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001639,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001640,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001641,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001642,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001643,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001644,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001645,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001646,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001647,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001648,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001649,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001650,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001651,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001652,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001653,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001654,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001655,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001656,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001657,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001658,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001659,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001660,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001661,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001662,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001663,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001664,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001665,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001666,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001667,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001668,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001669,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001670,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001671,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001672,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001673,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001674,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001675,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001676,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001677,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001678,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001679,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001680,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001681,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001682,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001683,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001684,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001685,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001686,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001687,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001688,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001689,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001690,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001691,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001692,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001693,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001694,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001695,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001696,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001697,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001698,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001699,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001700,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001701,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001702,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001703,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001704,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001705,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001706,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001707,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001708,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001709,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001710,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001711,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001712,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001713,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001714,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001715,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001716,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001717,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001718,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001719,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001720,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001721,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001722,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001723,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001724,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001725,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001726,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001727,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001728,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001729,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001730,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001731,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001732,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001733,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001734,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001735,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001736,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001737,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001738,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001739,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001740,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001741,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001742,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001743,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001744,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001745,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001746,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001747,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001748,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001749,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001750,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001751,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001752,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001753,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001754,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001755,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001756,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001757,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001758,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001759,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001760,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001761,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001762,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001763,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001764,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001765,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001766,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001767,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001768,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001769,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001770,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001771,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001772,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001773,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001774,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001775,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001776,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001777,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001778,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001779,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001780,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001781,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001782,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001783,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001784,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001785,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001786,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001787,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001788,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001789,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001790,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001791,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001792,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001793,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001794,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001795,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001796,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001797,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001798,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001799,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001800,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001801,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001802,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001803,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001804,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001805,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001806,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001807,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001808,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001809,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001810,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001811,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001812,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001813,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001814,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001815,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001816,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001817,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001818,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001819,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001820,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001821,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001822,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001823,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001824,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001825,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001826,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001827,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001828,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001829,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001830,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001831,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001832,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001833,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001834,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001835,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001836,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001837,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001838,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001839,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001840,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001841,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001842,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001843,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001844,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001845,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001846,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001847,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001848,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001849,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001850,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001851,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001852,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001853,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001854,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001855,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001856,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001857,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001858,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001859,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001860,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001861,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001862,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001863,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001864,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001865,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001866,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001867,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001868,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001869,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001870,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001871,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001872,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001873,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001874,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001875,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001876,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001877,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001878,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001879,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001880,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001881,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001882,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001883,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001884,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001885,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001886,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001887,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001888,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001889,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001890,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001891,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001892,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001893,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001894,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001895,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001896,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001897,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001898,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001899,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001900,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001901,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001902,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001903,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001904,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001905,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001906,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001907,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001908,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001909,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001910,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001911,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001912,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001913,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001914,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001915,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001916,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001917,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001918,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001919,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001920,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001921,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001922,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001923,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001924,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001925,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001926,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001927,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
